fuzzer,domain-name,dns-a,dns-aaaa,dns-mx,dns-ns,geoip-country,whois-created,whois-updated,ssdeep-score
Repetition,oovh.com,185.239.51.75,,mail.oovh.com,ns51.domaincontrol.com,,,,
Replacement,och.com,50.63.202.42,,mailstore1.secureserver.net,ns05.domaincontrol.com,United States,,,0
Replacement,obh.com,75.126.100.23,,,ns1bqx.name.com,United States,,,0
Replacement,ovu.com,75.126.75.71,,75.126.75.71,dns1.yandex.net,United States,,,
Replacement,ovz.com,,,www.ovz.de,ns.she.de,,,,
Replacement,ovn.com,208.73.210.202,,,ns1.dsredirection.com,United States,,,0
Replacement,ovy.com,63.251.38.173,,mail.ovy.com,ns1.r9.net,United States,,,0
Replacement,ivh.com,216.239.32.21,2001:4860:4802:32::15,alt1.aspmx.l.google.com,ns-cloud-c1.googledomains.com,United States,,,0
Replacement,ovb.com,185.53.178.9,,mail.h-email.net,ns1.parkingcrew.net,Germany,,,0
Replacement,ogh.com,209.61.212.114,,smtp.getontheweb.com,ns1.dnsnameservice.com,,,,
Replacement,pvh.com,63.240.96.226,,mx1.pvh.iphmx.com,cbru.br.ns.els-gms.att.net,United States,,,0
Replacement,0vh.com,75.126.101.245,,,ns1kpv.name.com,United States,,,0
Replacement,9vh.com,,,,,,,,
Replacement,lvh.com,192.234.106.140,,lvh-com.mail.protection.outlook.com,ns1.p29.dynect.net,United States,,,
Replacement,ovg.com,162.241.230.119,,mail.ovg.com,ns1.bluehost.com,,,,
Subdomain,o.vh.com,,,,,,,,
Subdomain,ov.h.com,,,,,,,,
Transposition,voh.com,91.195.240.240,,localhost,ns1.sedoparking.com,Germany,,,0
Transposition,ohv.com,75.126.100.21,,,ns1bqx.name.com,United States,,,0
Vowel-swap,evh.com,208.91.197.27,,p.webcom.ctmail.com,ns55.worldnic.com,United States,,,0
Vowel-swap,avh.com,46.166.189.98,,,ns-canada.topdns.com,Netherlands,,,0
Vowel-swap,uvh.com,75.126.100.17,,,ns1bqx.name.com,United States,,,0
Various,ovhcom.com,23.20.239.12,,,,United States,,,0
